#x true_y pred_y
0.7815 2.50819 2.52261
0.782 2.50359 2.52791
0.7825 2.51767 2.5332
0.783 2.52687 2.53849
0.7835 2.52936 2.54379
0.784 2.53726 2.54908
0.7845 2.52979 2.55437
0.785 2.54218 2.55966
0.7855 2.53973 2.56496
0.786 2.56216 2.57025
0.7865 2.56574 2.57554
0.787 2.56828 2.58083
0.7875 2.5729 2.58613
0.788 2.58199 2.59142
0.7885 2.57401 2.59671
0.789 2.58635 2.602
0.7895 2.59703 2.6073
0.79 2.60045 2.61259
0.7905 2.60508 2.61788
0.791 2.60255 2.62317
0.7915 2.62126 2.62847
0.792 2.6154 2.63376
0.7925 2.63838 2.63905
0.793 2.6381 2.64434
0.7935 2.64948 2.64964
0.794 2.64468 2.65493
0.7945 2.65618 2.66022
0.795 2.65934 2.66552
0.7955 2.67117 2.67081
0.796 2.66977 2.6761
0.7965 2.67275 2.68139
0.797 2.68297 2.68669
0.7975 2.69065 2.69198
0.798 2.70076 2.69727
0.7985 2.69568 2.70256
0.799 2.71654 2.70786
0.7995 2.71479 2.71315
0.8 2.72549 2.71844
0.8005 2.71882 2.72373
0.801 2.7251 2.72903
0.8015 2.74652 2.73432
0.802 2.74798 2.73961
0.8025 2.75974 2.7449
0.803 2.76126 2.7502
0.8035 2.76668 2.75549
0.804 2.76501 2.76078
0.8045 2.77302 2.76607
0.805 2.77466 2.77137
0.8055 2.79492 2.77666
0.806 2.79508 2.78195
0.8065 2.79457 2.78725
0.807 2.80824 2.79254
0.8075 2.82137 2.79783
0.808 2.81906 2.80312
0.8085 2.82275 2.80842
0.809 2.82991 2.81371
0.8095 2.83932 2.819
0.81 2.84439 2.82429
0.8105 2.85481 2.82959
0.811 2.85436 2.83488
0.8115 2.86734 2.84017
0.812 2.87657 2.84546
0.8125 2.88404 2.85076
0.813 2.88576 2.85605
0.8135 2.89603 2.8631
0.814 2.90161 2.87027
0.8145 2.9065 2.87743
0.815 2.89968 2.8846
0.8155 2.91456 2.89177
0.816 2.91624 2.89893
0.8165 2.91661 2.9061
0.817 2.93105 2.91326
0.8175 2.93171 2.92043
0.818 2.95358 2.92759
0.8185 2.95658 2.93476
0.819 2.95689 2.94192
0.8195 2.96124 2.94909
0.82 2.97432 2.95625
0.8205 2.97708 2.96342
0.821 2.98897 2.97059
0.8215 2.98424 2.97775
0.822 2.99622 2.98492
0.8225 3.01307 2.99208
0.823 3.01501 2.99925
0.8235 3.01806 3.00641
0.824 3.01849 3.01358
0.8245 3.03477 3.02074
0.825 3.04158 3.02791
0.8255 3.0385 3.03507
0.826 3.05064 3.04224
0.8265 3.05895 3.04941
0.827 3.06322 3.05657
0.8275 3.07239 3.06374
0.828 3.08266 3.0709
0.8285 3.0746 3.07807
0.829 3.08066 3.08523
0.8295 3.08917 3.0924
0.83 3.10654 3.09956
0.8305 3.10207 3.10673
0.831 3.11254 3.11389
0.8315 3.12321 3.12106
0.832 3.12463 3.12823
0.8325 3.1331 3.13539
0.833 3.14792 3.14256
0.8335 3.15095 3.14972
0.834 3.15089 3.15689
0.8345 3.16258 3.16405
0.835 3.16679 3.17122
0.8355 3.17329 3.17838
0.836 3.18728 3.18555
0.8365 3.19609 3.19271
0.837 3.18963 3.19988
0.8375 3.20719 3.20704
0.838 3.21563 3.21421
0.8385 3.21426 3.22138
0.839 3.22686 3.22854
0.8395 3.2371 3.23571
0.84 3.24736 3.24287
0.8405 3.2396 3.25004
0.841 3.25225 3.2572
0.8415 3.25668 3.26437
0.842 3.27221 3.27153
0.8425 3.27601 3.2787
0.843 3.27931 3.28586
0.8435 3.28302 3.29303
0.844 3.30306 3.3002
0.8445 3.30077 3.30736
0.845 3.30173 3.31453
0.8455 3.31457 3.32169
0.846 3.32027 3.32886
0.8465 3.339 3.33602
0.847 3.3443 3.34319
0.8475 3.34095 3.35035
0.848 3.34994 3.35752
0.8485 3.36167 3.36468
0.849 3.36577 3.37185
0.8495 3.36339 3.37902
0.85 3.3809 3.38618
0.8505 3.38877 3.39335
0.851 3.39048 3.40051
0.8515 3.39755 3.40768
0.852 3.40635 3.41484
0.8525 3.4155 3.42201
0.853 3.41182 3.42917
0.8535 3.42002 3.43634
0.854 3.42833 3.4435
0.8545 3.44504 3.45067
0.855 3.45144 3.45784
0.8555 3.45106 3.465
0.856 3.46327 3.47217
0.8565 3.46398 3.47933
0.857 3.48829 3.4865
0.8575 3.48322 3.49366
0.858 3.50063 3.50083
0.8585 3.49161 3.50799
0.859 3.51411 3.51516
0.8595 3.50722 3.52232
0.86 3.52835 3.52949
0.8605 3.52577 3.53666
0.861 3.52932 3.54382
0.8615 3.5446 3.55099
0.862 3.55081 3.55815
0.8625 3.55476 3.56532
0.863 3.55836 3.57248
0.8635 3.58017 3.57965
0.864 3.58211 3.58681
0.8645 3.59829 3.59398
0.865 3.58755 3.60114
0.8655 3.60267 3.60831
0.866 3.60275 3.61547
0.8665 3.62802 3.62264
0.867 3.6264 3.62981
0.8675 3.63353 3.63697
0.868 3.63319 3.64414
0.8685 3.63886 3.6525
0.869 3.66329 3.66092
0.8695 3.66825 3.66933
0.87 3.66775 3.67774
0.8705 3.67882 3.68615
0.871 3.68293 3.69456
0.8715 3.69417 3.70297
0.872 3.70246 3.71138
0.8725 3.70829 3.7198
0.873 3.72169 3.72821
0.8735 3.7277 3.73662
0.874 3.73652 3.74503
0.8745 3.74063 3.75344
0.875 3.75447 3.76185
0.8755 3.75093 3.77027
0.876 3.76453 3.77868
0.8765 3.77501 3.78709
0.877 3.77968 3.7955
0.8775 3.79363 3.80391
0.878 3.79221 3.81232
0.8785 3.79559 3.82073
0.879 3.81458 3.82915
0.8795 3.80902 3.83756
0.88 3.82733 3.84597
0.8805 3.82446 3.85438
0.881 3.84405 3.86279
0.8815 3.8534 3.8712
0.882 3.84865 3.87961
0.8825 3.85153 3.88803
0.883 3.86873 3.89644
0.8835 3.88253 3.90485
0.884 3.88194 3.91326
0.8845 3.89103 3.92167
0.885 3.89971 3.93008
0.8855 3.9026 3.93849
0.886 3.92322 3.94691
0.8865 3.93226 3.95532
0.887 3.94121 3.96373
0.8875 3.94155 3.97214
0.888 3.9432 3.98055
0.8885 3.96225 3.98896
0.889 3.96725 3.99737
0.8895 3.97991 4.00579
0.89 3.97512 4.0142
0.8905 3.98137 4.02261
0.891 4.00501 4.03102
0.8915 4.00905 4.03943
0.892 4.01244 4.04784
0.8925 4.02474 4.05626
0.893 4.03473 4.06467
0.8935 4.04439 4.07308
0.894 4.05043 4.08149
0.8945 4.05872 4.0899
0.895 4.05742 4.09831
0.8955 4.0649 4.10672
0.896 4.07235 4.11514
0.8965 4.08441 4.12355
0.897 4.09117 4.13196
0.8975 4.08963 4.14037
0.898 4.10492 4.14878
0.8985 4.11957 4.15719
0.899 4.13024 4.1656
0.8995 4.13067 4.17402
0.9 4.13554 4.18243
0.9005 4.14281 4.19084
0.901 4.16341 4.19925
0.9015 4.17322 4.20766
0.902 4.17964 4.21607
0.9025 4.18539 4.22448
0.903 4.18868 4.2329
0.9035 4.19384 4.24131
0.904 4.19999 4.24972
0.9045 4.21737 4.25813
0.905 4.22021 4.26654
0.9055 4.22721 4.27495
0.906 4.23862 4.28336
0.9065 4.2405 4.29178
0.907 4.2487 4.30019
0.9075 4.26329 4.3086
0.908 4.26783 4.31701
0.9085 4.27404 4.32542
0.909 4.28421 4.33383
0.9095 4.28917 4.34224
0.91 4.29604 4.35066
0.9105 4.32021 4.35907
0.911 4.32534 4.36748
0.9115 4.32445 4.37589
0.912 4.34389 4.3843
0.9125 4.34804 4.39271
0.913 4.35474 4.40113
0.9135 4.37039 4.40954
0.914 4.37102 4.41795
0.9145 4.38575 4.42636
0.915 4.39842 4.43477
0.9155 4.39199 4.44318
0.916 4.4058 4.45159
0.9165 4.40557 4.46001
0.917 4.41373 4.46842
0.9175 4.42832 4.47683
0.918 4.44067 4.48524
0.9185 4.45361 4.49365
0.919 4.46019 4.50206
0.9195 4.46032 4.51047
0.92 4.46893 4.51889
0.9205 4.48308 4.5273
0.921 4.48716 4.53571
0.9215 4.50405 4.54412
0.922 4.51256 4.55253
0.9225 4.51825 4.56094
0.923 4.53388 4.56935
0.9235 4.53288 4.57777
0.924 4.54477 4.58618
0.9245 4.5459 4.59459
0.925 4.5712 4.603
0.9255 4.57231 4.61141
0.926 4.57833 4.61982
0.9265 4.58481 4.62823
0.927 4.60404 4.63665
0.9275 4.61503 4.64506
0.928 4.62006 4.65347
0.9285 4.61507 4.66188
0.929 4.62857 4.67029
0.9295 4.63886 4.6787
0.93 4.64299 4.68711
0.9305 4.65911 4.69553
0.931 4.66386 4.70394
0.9315 4.66881 4.71235
0.932 4.68053 4.72076
0.9325 4.69593 4.72917
0.933 4.69943 4.73758
0.9335 4.71129 4.746
0.934 4.71097 4.75441
0.9345 4.73732 4.76282
0.935 4.73653 4.77123
0.9355 4.74094 4.77964
0.936 4.75094 4.78805
0.9365 4.75612 4.79646
0.937 4.78104 4.80488
0.9375 4.78575 4.81329
0.938 4.79293 4.8217
0.9385 4.79152 4.83011
0.939 4.81469 4.83852
0.9395 4.81368 4.84693
0.94 4.82125 4.85534
0.9405 4.84229 4.86376
0.941 4.84071 4.87217
0.9415 4.85328 4.88058
0.942 4.87347 4.88899
0.9425 4.87737 4.8974
0.943 4.88269 4.90581
0.9435 4.88401 4.91422
0.944 4.89852 4.92264
0.9445 4.91127 4.93105
0.945 4.91201 4.93946
0.9455 4.93022 4.94787
0.946 4.94571 4.95628
0.9465 4.94296 4.96469
0.947 4.95139 4.9731
0.9475 4.9719 4.98152
0.948 4.97986 4.98993
0.9485 4.97866 4.99834
0.949 5.00159 5.00675
0.9495 4.99435 5.01516
0.95 5.00367 5.02357
0.9505 5.02375 5.03198
0.951 5.02072 5.0404
0.9515 5.0306 5.04881
0.952 5.04695 5.05722
0.9525 5.05521 5.06563
0.953 5.05736 5.07404
0.9535 5.06782 5.08245
0.954 5.08021 5.09087
0.9545 5.08887 5.09928
0.955 5.10429 5.10769
0.9555 5.10416 5.1161
0.956 5.11497 5.12451
0.9565 5.14197 5.13292
0.957 5.15056 5.14133
0.9575 5.14321 5.14975
0.958 5.16415 5.15816
0.9585 5.17861 5.16657
0.959 5.17511 5.17498
0.9595 5.18303 5.18339
0.96 5.20891 5.1918
0.9605 5.20368 5.20021
0.961 5.2263 5.20863
0.9615 5.21904 5.21704
0.962 5.24749 5.22545
0.9625 5.24661 5.23386
0.963 5.25436 5.24227
0.9635 5.27494 5.25068
0.964 5.28267 5.25909
0.9645 5.27899 5.26751
0.965 5.30117 5.27592
0.9655 5.30923 5.28433
0.966 5.3108 5.29274
0.9665 5.3207 5.30115
0.967 5.32957 5.30956
0.9675 5.3424 5.31797
0.968 5.35058 5.32639
0.9685 5.37191 5.3348
0.969 5.38071 5.34321
0.9695 5.39066 5.35162
0.97 5.39461 5.36003
0.9705 5.40786 5.36844
0.971 5.41565 5.37686
0.9715 5.41746 5.38527
0.972 5.43851 5.39368
0.9725 5.44977 5.40209
0.973 5.44585 5.4105
0.9735 5.46923 5.41891
0.974 5.47345 5.42732
0.9745 5.48287 5.43574
0.975 5.49958 5.44415
0.9755 5.49054 5.45256
0.976 5.51742 5.46097
0.9765 5.5181 5.46938
0.977 5.5384 5.47779
0.9775 5.5453 5.4862
0.978 5.55177 5.49462
0.9785 5.56147 5.50303
0.979 5.5721 5.51144
0.9795 5.57003 5.51985
0.98 5.58556 5.52826
0.9805 5.60569 5.53667
0.981 5.60863 5.54508
0.9815 5.61928 5.5535
0.982 5.63668 5.56191
0.9825 5.63099 5.57032
0.983 5.64726 5.57873
0.9835 5.6578 5.58714
0.984 5.67401 5.59555
0.9845 5.67533 5.60396
0.985 5.68152 5.61238
0.9855 5.7092 5.62079
0.986 5.71801 5.6292
0.9865 5.7167 5.63761
0.987 5.74003 5.64602
0.9875 5.73296 5.65443
0.988 5.74598 5.66284
0.9885 5.77047 5.67126
0.989 5.77938 5.67967
0.9895 5.77819 5.68808
0.99 5.80025 5.69649
0.9905 5.79905 5.7049
0.991 5.80612 5.71331
0.9915 5.82756 5.72173
0.992 5.83436 5.73014
0.9925 5.83824 5.73855
0.993 5.85402 5.74696
0.9935 5.87067 5.75537
0.994 5.87367 5.76378
0.9945 5.89491 5.77219
0.995 5.89244 5.78061
0.9955 5.89688 5.78902
0.996 5.92054 5.79743
0.9965 5.92135 5.80584
0.997 5.93487 5.81425
0.9975 5.9407 5.82266
0.998 5.94824 5.83107
0.9985 5.96275 5.83949
0.999 5.98587 5.8479
0.9995 5.99128 5.85631
